EBIT,IE,EBIT - IE,WC/TA,TL/TA,EBIT/IE,NOCF/CL,RE/TA,NP/S,EBIT/TA,S/TA,TA(t)/TA(t-1),NP(t)/NP(t-1),R/Not-R
90368057076,63257134950,27110922126,"0,28240045","0,687247897","1,428582833","-0,257321115","0,053357987","0,009568631","0,035916754","0,880477123","1,172840642","1,01687999",0
23160226278,14561784472,8598441806,"-0,049247767","0,723708351","1,590479953","0,091058919","0,017473354","0,01374681","0,060047651","1,271084302","0,899733056","1,201643426",0
25332728384,12543192777,12789535607,"-0,000217565","0,719852557","2,019639563","0,112666387","0,02587259","0,01950577","0,064204191","1,326406988","1,022991002","1,514730714",0
20771852284,10908101323,9863750961,"0,000420969","0,682571184","1,904259199","0,120088666","0,022743316","0,017422473","0,060469098","1,30540117","0,870608991","0,765309384",0
17909297001,10805614084,7103682917,"0,080890968","0,64190387","1,657406683","0,231373553","0,018900288","0,015909959","0,059825934","1,187953275","0,871459707","0,724205695",0
241630437710,76362824479,165267613231,"-0,349346506","0,487453587","3,164241755","0,221000478","0,036705617","0,033716029","0,058536702","1,041423091","0,909431159","1,176473797",0
155622801211,44529126461,111093674750,"-0,302816389","0,453448217","3,494854123","0,246030748","0,035791643","0,018012298","0,040146278","1,117030669","0,939084229","0,538115062",1
123400438488,36349528017,87050910471,"-0,266806132","0,482179309","3,394829183","-0,101839418","0,03280441","0,014966803","0,030103658","1,029062647","1,057473508","0,809480025",0
-184244484203,49286879311,-233531363514,"-0,330288549","0,511878037","-3,738205518","0,015756732","-0,053927261","-0,075789934","-0,050385267","0,842659788","0,892058822","-3,699017892",0
537083358012,,537083358012,"0,076426766","0,694096945",,"-0,082287663","0,045749513","0,007069328","1,016239492","1,002242876","1,006670851","0,72710192",0
,,,"0,115800984","0,707123538",,"0,009737016","0,025343835","-0,026255345",,"0,814788449","0,972418005","-2,936057079",0
,,,"0,04489861","0,802952054",,"-0,035354755","-0,044971565","-0,059698159",,"1,137363348","1,105417594","3,508519949",0
,,,"0,101474461","0,765111174",,"0,081836529","-0,043034132","0,00737932",,"1,166630242","0,87081511","-0,110411761",0
10962132491,3750504044,7211628447,"0,453755571","0,527137289","2,922842467","0,187682174","0,022446673","0,021343759","0,053242623","1,210964921","0,920667569","1,016047544",0
6488117804,1862384908,4625732896,"0,508311679","0,473270319","3,483768461","0,30103665","0,020503156","0,014226813","0,035417196","1,441162941","0,88975195","0,705809003",0
3532870490,1975702624,1557167866,"0,44139145","0,547039758","1,788159031","-0,063293995","0,005263061","0,004135184","0,017055428","1,272751384","1,130734227","0,290254015",0
3998531393,2309587417,1688943976,"0,493804539","0,498174208","1,731275189","0,019751977","0,006028045","0,004953481","0,021377436","1,216931015","0,90298349","1,03423169",0
91523531037,74253413462,17270117575,"-0,382754417","0,571700736","1,232583484","0,112285263","0,014434559","0,005637295","0,028057514","0,939162937","0,929738243","0,296037197",0
121183997713,58770952952,62413044761,"-0,333427227","0,529638275","2,06197095","0,174538721","0,028862133","0,016784784","0,039630871","0,974491509","0,937406766","2,896077451",0
121387391706,53332824870,68054566836,"-0,264809503","0,572315785","2,276035293","0,047157697","0,019101089","0,01725714","0,0365124","0,939997821","1,087230282","1,078259781",0
-12359498046,83895166683,-96254664729,"-0,322307521","0,637509609","-0,14732074","0,060708426","-0,025768671","-0,037405157","-0,003532717","0,735526424","1,052346661","-1,78481379",0
7015519156,1944546999,5070972157,"0,362570073","0,596469647","3,607790997","0,109024906","0,02773698","0,019583527","0,048733168","1,416342379","1,039407228","1,147616072",0
3947099565,1546828070,2400271495,"0,377597022","0,570433656","2,551737741","0,206620127","0,012557007","0,007098105","0,03042563","1,769064852","0,901162973","0,407971966",0
3228823556,1218209269,2010614287,"0,469950767","0,485963167","2,650467073","0,016104782","0,014371136","0,007241658","0,029822192","1,984509144","0,834576676","0,955149122",0
1961018083,390085421,1570932662,"0,438844371","0,514643575","5,027150407","-0,013176807","0,010563476","0,005541704","0,017210821","1,906178473","1,052386516","0,773554704",0
28050388034,5147268284,22903119750,"0,17313331","0,673840481","5,449567904","-0,026750428","0,08768038","0,024670224","0,070583253","1,847829355","1,354514915","1,439310638",0
44478950670,6256821659,38222129011,"0,19329409","0,675045513","7,108873018","-0,084160428","0,116565978","0,034046121","0,097800417","1,89993413","1,14439678","1,623857261",0
23168799258,7145142292,16023656966,"0,204020433","0,640813939","3,242594522","-0,065460928","0,054082002","0,02372071","0,074587134","1,655968412","0,683007985","0,414762352",0
28635043280,11868523683,16766519597,"0,265543157","0,623250518","2,412687883","0,242124714","0,14149133","0,016274818","0,071081229","1,840840975","1,296890486","0,989135938",0
35751293159,227072619,35524220540,"0,395917226","0,261227318","157,4443159","0,913118398","0,268199473","0,080158398","0,307546345","3,232004299","1,131570108","1,333473812",0
68833678628,1525328840,67308349788,"0,441983013","0,217501273","45,12710756","2,484512529","0,384780929","0,110530069","0,450818684","3,3923803","1,313463135","1,900999068",0
128204575890,1172507118,127032068772,"0,642500314","0,166621688","109,3422581","2,699807411","0,455512918","0,161410606","0,550185768","2,819590877","1,526142553","1,852372364",0
132263357270,98627408,132164729862,"0,783457542","0,09296644","1341,040589","2,96263514","0,421517676","0,187129756","0,45268722","2,092549242","1,253854474","1,07881632",0
61037898949,3618236543,57419662406,"-0,049597731","0,383129746","16,86951592","0,76651005","0,118591751","0,064309123","0,199331774","2,328165593","0,990129743","1,197407543",0
69573428511,1190053627,68383374884,"0,076953707","0,336951493","58,46243138","1,3191987","0,166894943","0,074256227","0,22623742","2,386108358","1,004282563","1,188481716",0
70639778873,194999993,70444778880,"0,216990428","0,363307749","362,2552893",,"0,130419367","0,069024687","0,221276115","2,542956208","1,038091957","1,028385904",0
60364517961,131602731,60232915230,"0,30275297","0,351417566","458,6874262","0,319463069","0,115772332","0,071479035","0,199000757","2,173114743","0,950193852","0,840872652",0
-3280709666,8004684062,-11285393728,"0,311261171","0,458348764","-0,409848739","0,19407413","0,016221828","-0,050218309","-0,008735677","0,741344918","0,599598519","-3,396148035",0
16915884436,1326941766,15588942670,"0,497211107","0,394706907","12,74802321","-0,681842792","0,011619776","0,077969293","0,044521024","0,493334713","1,011715338","-1,045300618",0
3690166770,2775968265,914198505,"0,519932542","0,380044179","1,329325993","-0,702399404","0,002372747","0,000213542","0,0074093","0,321736885","1,310808568","0,002341311",0
5345398948,2317445173,3027953775,"0,596972486","0,352150582","2,306591332","-0,332513263","0,006211177","0,017596033","0,012496287","0,229339242","0,858875689","50,44735245",0
,,,"0,520457417","0,361993564",,"0,740112987","0,085475781","0,053848051",,"1,501350866","1,005740442","0,945809758",0
,,,"0,557235044","0,315276088",,"1,459896793","0,100001395","0,054685383",,"1,56424376","0,951637342","1,006920013",0
,,,"0,529422156","0,326424323",,"-0,007344468","0,09499633","0,050687885",,"1,524079813","1,017724729","0,919107941",0
,,,"0,507037913","0,36043539",,"0,686858776","0,096516993","0,053903851",,"1,416450196","1,080310611","1,06772119",0
89839693319,6631173213,83208520106,"0,477356255","0,667997546","13,54808424","-0,325232372","0,064108773","0,41026313","0,076700619","0,153428635","1,202598141","22,36436785",0
83999058129,6129072615,77869985514,"0,311966627","0,820150084","13,70501924","-0,095306777","0,046773902","0,084375474","0,035658503","0,305468223","2,011138222","0,823484208",0
464246167306,7141844828,457104322478,"0,366376827","0,66653027","65,00367601","0,186628849","0,130421843","0,209633261","0,193995363","0,723499151","1,015887621","5,978078585",0
111069432195,8727367585,102342064610,"0,380314313","0,656447222","12,72656745","-0,125257023","0,104339396","0,146054507","0,045596923","0,224166253","1,017892785","0,219729828",0
45850594617,3109795110,42740799507,"0,258415535","0,594316525","14,74392781","0,236105949","0,08770242","0,073400956","0,081362938","0,820277294","1,094003088","1,172256014",1
46223618453,13117648605,33105969848,"0,430093257","0,680225106","3,523773189","0,081794888","0,072740717","0,042163524","0,063503192","0,83842673","1,291665417","0,758384838",0
74555839613,13145093777,61410745836,"0,061122904","0,705622789","5,671761714","-0,205809387","0,091749777","0,048766668","0,084646596","1,159124208","1,210051314","1,934883518",0
78794421214,13245021838,65549399376,"0,134432257","0,507955244","5,948983866","0,825706544","0,187334109","0,05124399","0,135369165","1,703047953","0,660850997","1,020282195",0
26257067496,14113581047,12143486449,"-0,189365927","0,88673539","1,86041143","0,022961265","0,020889076","0,006499904","0,047962636","2,725826364","1,103225657","1,383215099",0
27158780002,14438069012,12720710990,"-0,162016017","0,882046696","1,881053483","0,069591862","0,024489971","0,004903378","0,049619097","3,780582212","0,999811712","1,046085362",0
27091742179,13107419647,13984322532,"-0,103038414","0,903013254","2,06690126","0,025475935","0,018491686","0,004693428","0,040580848","3,385798755","1,219703918","1,045566546",0
28333054435,13004597040,15328457395,"-0,081441833","0,902990191","2,178695299","0,253649429","0,020090837","0,005293102","0,041285668","3,317696219","1,02796485","1,135988151",0
-16492374051,1909347780,-18401721831,"-0,160400238","0,578279501","-8,637700383","-0,096440805","0,078182038","-0,120637127","-0,007057582","0,065275505","0,984663397","-0,091537411",0
-3113234277,,-3113234277,"-0,123060614","0,579031229",,"0,031652162","0,075009623","-0,094785602","-0,001341442","0,039162547","0,993145081","0,468160512",0
6505140955,,6505140955,"-0,128739528","0,560045892",,"0,113896581","0,08077035","0,030840673","0,002915984","0,082449664","0,961239521","-0,658462496",0
45240999773,,45240999773,"-0,094306999","0,482639852",,"0,209980309","0,109843036","0,106149716","0,023010036","0,171194719","0,881339728","6,298538883",0
40197987980,484426837,39713561143,"0,234039425","0,802194643","82,9805141","-0,317705976","0,024793333","0,181342132","0,061580988","0,288353369","1,015784036","1,174471349",0
60222065769,3524548452,56697517317,"0,20766706","0,545199448","17,08646273","-0,048917141","0,078422942","0,152196143","0,164667321","0,816214223","0,560261227","1,330989491",0
29115979139,1794213084,27321766055,"0,293806362","0,468479993","16,22771531","0,211370573","0,09852705","0,162888155","0,084400869","0,388182435","0,943270494","0,480124456",0
5703876349,-35285411,5739161760,"0,308698354","0,469877286","-161,649707","0,16461122","0,098400731","0,135911528","0,01625022","0,099362386","1,017481174","0,217309796",0
,,,"0,078764958","0,834267171",,"-0,357840512","0,036129951","0,036267368",,"1,31936203","1,344438627","14,64876866",0
,,,"0,151310878","0,714605542",,"-0,290631831","0,035300553","0,021317817",,"1,238302422","1,213240185","0,669323739",0
,,,"0,067820282","0,819855201",,"-0,231801475","0,011557145","0,010482541",,"0,7528157","1,698585098","0,507777082",0
,,,"0,047949056","0,797450889",,"0,109499368","0,005080483","0,004850947",,"0,530278307","0,894909423","0,29171193",0
,,,"0,443946264","0,170982555",,"1,023355872","0,29849665","0,044277115",,"1,360685046","0,932395838","0,9763746",0
,,,"0,439781747","0,231967388",,"-0,110317459","0,278323692","0,047267302",,"1,220644212","1,09506783","1,048706605",0
,,,"0,429589966","0,27171526",,"0,24366045","0,269406252","0,052779254",,"1,137036356","1,079269349","1,122580593",0
,,,"0,494770257","0,191986174",,"0,18208785","0,300409476","0,055722866",,"1,080007673","0,915639992","0,918221471",0
,,,"0,453807759","0,765553943",,"-0,345900432","0,00267183","0,004180599",,"0,451101508","1,101946857","0,413198642",0
,,,"0,126758029","0,897538122",,"-0,580075577","0,001558009","0,006240516",,"0,196864996","2,29884956","1,497568578",0
,,,"0,142779315","0,895747687",,"-0,100990908","0,007186936","0,034375701",,"0,191081944","1,040811102","5,564858987",0
,,,"0,510180517","0,863618188",,"0,897437399","0,020540999","0,048411314",,"0,374880858","0,843590724","2,330776944",0
26517036524,905314556,25611721968,"0,235691519","0,29272039","29,29041221","0,801844687","0,166119315","0,051469059","0,272814482","4,07807609","1,173418505","0,988290368",0
34192589172,810626390,33381962782,"0,322872953","0,266853281","42,18045402","1,09947139","0,271194718","0,046366625","0,300293097","4,985161346","1,171464339","1,290066886",0
37603643897,795814783,36807829114,"0,283206469","0,223443305","47,25175342","-0,092914211","0,241820011","0,044322875","0,307256694","5,381994888","1,074835343","1,109247458",0
48826906230,751292121,48075614109,"0,223004025","0,346857386","64,99057406","0,638405428","0,276359398","0,046597631","0,281113821","4,620178529","1,419215778","1,280854568",0
345910000250,312945226602,32964773648,"0,057030273","0,716921029","1,105337199","0,088420782","0,002172638","0,008235954","0,035544453","0,337930162","1,28212654","0,999553496",1
565954990906,522479865588,43475125318,"0,078238894","0,721070546","1,083209188","0,043221123","0,000256105","0,003646732","0,040310162","0,444260436","1,442700111","0,839801526",0
790531494799,619346322003,171185172796,"0,086276165","0,724065163","1,276396528","-0,050750779","0,0000935023","0,012329911","0,047827365","0,465419435","1,177268088","4,170022309",0
847008485477,658318044478,188690440999,"0,137373283","0,710233734","1,286625048","0,084337327","0,003768388","0,016879224","0,052685322","0,471451849","0,972647337","1,34877889",0
,,,"0,240822487","0,225475673",,"0,803841237","0,129379066","0,12361086",,"1,046664237","0,935198331","1,408813978",0
,,,"0,098591183","0,294861627",,"1,156135177","0,070961455","0,107943285",,"0,657395732","1,162011542","0,63733672",0
,,,"-0,027234291","0,590891144",,"-1,026366331","-0,200967146","-0,725082965",,"0,261161579","1,121783992","-2,993530689",0
,,,"-0,086988568","0,646203064",,"0,094868316","-0,320080038","-0,245918488",,"0,398896416","0,905322524","0,468983596",0
37944884396,16525660089,21419224307,"0,00479033","0,709437196","2,296119138","0,019929599","0,019139103","0,050269025","0,103119536","0,906502486","1,005690842","1,346032417",0
21546568817,16268229659,5278339158,"0,077108684","0,676389317","1,324456887","0,222112059","0,014115418","0,01313361","0,066301057","0,843691075","0,88317219","0,214755107",0
8748389586,16580182479,-7831792893,"0,048116536","0,713300004","0,527641333","-0,162628335","-0,021584498","-0,033353125","0,026718742","0,720533385","1,007521758","-2,185131093",0
-26248784467,17356073894,-43604858361,"-0,098621597","0,808124187","-1,51236879","0,218325031","-0,193418752","-0,240460697","-0,100193211","0,692181324","0,800126765","5,541561214",0
25224814526,2456200922,22768613604,"0,076212493","0,510307206","10,26984979","0,528384114","0,102046277","0,032494612","0,073503906","1,672877091","1,11983001","0,719516925",0
24784305571,1759069341,23025236230,"0,119890591","0,356774054","14,08944207","-0,679758519","0,140927941","0,033566168","0,093271866","2,099651539","0,774298689","1,003880732",0
28446958861,1434410982,27012547879,"0,143055888","0,389946547","19,83180498","0,717832996","0,155654067","0,033976992","0,09548024","2,093723669","1,121233992","1,131752752",0
46744970655,1358832466,45386138189,"0,074194652","0,426963296","34,40083441","0,446687163","0,128624068","0,055056335","0,152552356","2,13232947","1,028474738","1,697270031",0
34529728278,213272263,34316456015,"0,075824872","0,34377924","161,9044492","0,687695439","0,174868506","0,102225883","0,241951582","1,854972819","1,082405971","1,100898068",1
30306026208,897639717,29408386491,"-0,00160302","0,323311218","33,76190429","0,576526149","0,089704424","0,109560468","0,192953505","1,362484612","1,100554687","0,866360594",0
54992194848,,54992194848,"0,005112455","0,389752789",,"0,632289124","0,112639596","0,151962911","0,291960515","1,522612546","1,199224824","1,858840529",0
29800114703,,29800114703,"0,064830282","0,289110521",,"-0,196971323","0,131029115","0,122229658","0,177611839","1,152510069","0,890777197","0,542329726",0
9890092752,,9890092752,"0,476253094","0,171187058",,"1,259123479","0,121372735","0,055042229","0,106439016","1,618505989","0,912461275","0,834618856",0
3694229535,,3694229535,"0,498576603","0,198720531",,"0,017985359","0,068465516","0,024894684","0,041121017","1,408817663","0,966853145","0,380637524",0
13223895314,,13223895314,"0,545178561","0,191920078",,"0,74984085","0,111437324","0,069471595","0,139931558","1,604070321","1,051922398","3,342358005",0
7567242843,,7567242843,"0,542392009","0,207151347",,"0,112913565","0,089325291","0,036059206","0,080865343","1,779832204","0,990219567","0,570290379",0
,,,"0,015539786","0,450215648",,"0,43947843","0,001773743","0,000509243",,"1,417976978","0,741681814","0,007417301",0
,,,"0,104197198","0,480970517",,"-0,139361033","0,017672375","0,010921912",,"1,469489538","1,093054432","24,2947886",0
,,,"0,200410092","0,458904926",,"0,271752368","0,068742471","0,036461751",,"1,864338424","1,06140435","4,495499592",0
,,,"0,291238569","0,384485752",,"0,48991346","0,069572685","0,039108683",,"1,778946096","0,86520726","0,885510806",0
19012829300,5904252973,13108576327,"0,097189457","0,455933789","3,220192188","0,258166838","0,027678189","0,040602804","0,050762666","0,698135875","1,060951208","0,586241154",0
39400572124,4491330351,34909241773,"0,158064968","0,426240759","8,772583855","0,387762328","0,067903804","0,106066218","0,101024516","0,688253017","1,041294138","2,681653432",0
10481147189,5454932199,5026214990,"0,257131126","0,330773731","1,921407417","-0,416418541","0,002361933","0,011972482","0,021542915","0,500472855","1,24746569","0,102392491",0
-8940648023,5722279044,-14662927067,"0,313997653","0,289070952","-1,562427829","0,091263787","-0,02992182","-0,074756527","-0,019373967","0,465773636","0,948519084","-5,511951491",0
75629028025,26777277296,48851750729,"0,299817493","0,605760321","2,824373337","-0,177304316","0,035230285","0,027729004","0,063640121","1,185496829","1,033562775","0,956291072",0
91904880337,25959522939,65945357398,"0,143823032","0,59666851","3,540314687","0,006507575","0,044225317","0,056181238","0,073787008","0,747150987","1,048096206","1,33833909",0
126538387244,56431124247,70107262997,"0,274633179","0,55615944","2,242350989","0,185235938","0,044652599","0,03629023","0,101645088","1,168413533","0,999487176","1,009633709",0
111430565603,46866276090,64564289513,"0,151996329","0,657663402","2,3776279","-0,093975357","0,029910684","0,057225654","0,063633585","0,494720353","1,40663702","0,939174479",0
69631254940,4908547009,64722707931,"0,008228257","0,151330178","14,18571622","1,764068826","0,15599781","0,297650868","0,185347748","0,502988303","0,906837413","1,086785008",0
65250693818,1014115808,64236578010,"0,122998223","0,078348877","64,34244817","2,819969586","0,159084216","0,308453775","0,188355169","0,478712145","0,922126882","0,909473774",0
71852746495,,71852746495,"0,229735426","0,076540167",,"3,091485475","0,175513778","0,323098924","0,203369753","0,50172902","1,019880812","1,119668906",0
67623761573,,67623761573,"0,288918758","0,106083275",,"2,440951229","0,167101935","0,339968827","0,185861219","0,435973516","1,029801525","0,941560005",0
16867447609,15384630325,1482817284,"0,068701742","0,352967604","1,09638303","0,082551166","0,000762898","0,000661694","0,011512944","1,152811961","0,957545978","0,054450773",0
12603354240,9947721389,2655632851,"0,12593202","0,332434357","1,266958909","0,472228872","0,002148452","0,001054641","0,008857344","1,292336579","0,971224529","1,735338424",0
37422253864,10149395596,27272858268,"0,124953655","0,360991769","3,687141122","0,040029385","0,016717658","0,010295317","0,024594982","1,358211746","1,069303023","10,97053061",0
-16721135231,14302863150,-31023998381,"0,11014474","0,361601625","-1,169076083","0,078392624","-0,0174516","-0,017917867","-0,011489668","1,194352911","0,956477691","-1,463816418",0
-49732717790,197290779043,-247023496833,"0,026379586","0,708536249","-0,252078268","0,119520012","0,007936877","-0,324363264","-0,004895689","0,0738817","0,921988604","-5,45075398",0
358653079355,308472569866,50180509489,"0,096726343","0,647952678","1,162674138","-0,172406194","0,013457841","0,050727553","0,033161334","0,080477386","1,064668094","-0,181369173",0
501130803167,310148255529,190982547638,"0,080054627","0,667009696","1,615778242","0,217269241","0,016540255","0,134039044","0,043080707","0,092256451","1,075537884","3,257886928",0
441544143757,385698233569,55845910188,"0,078393486","0,577057043","1,144791719","0,194085956","0,008956865","0,005131119","0,016506941","0,410548079","2,29953094","0,391730404",0
46717828334,9702112623,37015715711,"0,066037941","0,514202001","4,815222225","0,810852935","0,070460519","0,041656577","0,101018723","1,533873479","0,890700973","0,670163608",0
91815712248,6301131745,85514580503,"0,182882415","0,450227247","14,57130496","0,420243752","0,148929585","0,083523645","0,177920487","1,58662026","1,115861453","2,314299631",0
225742474289,4387497575,221354976714,"0,303695551","0,3649343","51,45130463","0,395598363","0,284910363","0,128621846","0,327921602","1,99910937","1,333988867","2,58833846",0
90966883019,5164930878,85801952141,"0,115898697","0,471368703","17,61241054","0,574209096","0,138840985","0,053749681","0,120543619","1,668009079","1,096215237","0,382224781",0
89057585888,5414476785,83643109103,"0,202176006","0,353683592","16,44805019","0,558673997","0,083018017","0,055435156","0,110967739","1,507764452","1,012794522","0,781066139",0
95056986791,6435652520,88621334271,"0,193515563","0,509978382","14,77037278","-0,120371895","0,067467215","0,046144219","0,08468629","1,368800117","1,398610405","1,056903451",0
112039524682,8850047565,103189477117,"0,200106935","0,403604728","12,65976526","0,684705082","0,096089852","0,048270068","0,11285785","1,722693458","0,884440352","1,164386408",0
115982813348,2881525673,113101287675,"0,310226936","0,397119288","40,25048759","0,689788353","0,092076625","0,064772116","0,106435198","1,406029286","1,097662631","1,202168699",0
,,,"0,493305139","0,330267789",,"0,143621402","0,04066221","0,004185664",,"1,190134869","0,938040019","2,5342536",0
,,,"0,323045056","0,465219742",,"0,20315881","0,03809209","0,01833069",,"1,356639756","1,328419929","6,631598127",0
,,,"0,365161422","0,400270554",,"-0,499973057","-0,002485351","-0,026631695",,"1,210641411","1,088320031","-1,41100188",0
